ID,Is_Lead
MJ3CZRAE,0.02110451121643391
3NSQEYBJ,0.39140132846665465
SXVBASGH,0.05109025017436702
5ZIGZYSS,0.056979332241848285
FQSHBCUT,0.3033437942397055
MU45XUBP,0.052656932223177404
BVULDPBI,0.06962045434914713
82GRNPFG,0.834107082227294
KKBNELBF,0.046655790400443785
HXQGBDGY,0.055413640353655536
28HDZICG,0.5748574579454648
GHBPKPJC,0.04877522241347417
FDWZFSSC,0.8473991882939018
FWTIWZF3,0.05247295002023995
JYMHVPMY,0.03708874272947495
AHUDO2T6,0.8403308597888492
ACDHABS3,0.3071536578180456
5NTYJJDV,0.06695147723016444
2M4VPY4V,0.10396455443191646
KAHP9XLF,0.07091781914041612
YRLEWZFQ,0.0820075777505935
JZWVLXHJ,0.1608709846334193
JZZSXUKT,0.2734962944565889
93RURE2J,0.8592745395509687
4RNB6FDV,0.22094835933563978
27E7HMMG,0.08186240172045556
2QEFQQWN,0.05754409289418598
DDTCD2XI,0.09512875847918723
VGVEYSEG,0.8264212519491372
WCXVE7RK,0.04815353735980131
RTN4R3UE,0.040917180789210694
K2PVS4RB,0.04569941406968749
Q36J686Z,0.08513793675312756
NWKHMEOF,0.1148429426373157
PVJYQQGT,0.2879192727920831
GPUMRNWC,0.05059500330947735
LXHCDSVH,0.14979438972988615
BNIUPSVK,0.07928326331887112
FW3QI3WW,0.06665410872571541
IEEUGXMY,0.8752263518905528
FVVXDLBO,0.06282863202924181
UC2JJB6Y,0.08269778590555901
3WPAHP52,0.49594894663660344
HDTCJJOE,0.5470692527903271
UCSB9GKK,0.06609226850529165
HANBFYTH,0.12821823838324034
FLUU2HNV,0.05322200079426452
64PIYWDJ,0.2055914516044888
9AHNH8ZX,0.8593132540737554
KLHUI2SE,0.04005883516063249
YRHYUJFW,0.8396688653986333
G5RWWH7F,0.1398980286016413
SCBT9BAX,0.019097326407478674
UGZGLVNB,0.24953884997436104
2RRNUFBV,0.8446820422797963
B6O59TEY,0.43472365307299654
CYHRRYH6,0.047686711951829205
GGYZVHWU,0.06597660342913535
K6AM97RN,0.06744471365493535
ATM5JQYM,0.06844600765456792
7GYZSGWA,0.03926800528849911
DFWUDQCR,0.15840299840809138
E2Z98CR3,0.8744541613753831
GD9KTSLY,0.06935076019568881
2AMRA4OD,0.10902366856180454
CFHZ3ZE6,0.32489467260655414
BOMLVM5K,0.057778792516066116
OBBEGBSY,0.467967242515515
FJEHOK8W,0.03655866583331421
3GMAEVPJ,0.09605875400727687
WAVDLUTH,0.05565981097880408
6EN8GZX6,0.11555668500809785
VXGA3GKB,0.1865323670859241
U4MZ3U8C,0.49186694624020433
GU4RDP8S,0.8506811656563695
N3TPNHCD,0.09772883186134171
JRRHWQC8,0.6164000942984361
NZ5GBHZK,0.04236442314276089
LCUC2LAJ,0.8011304617312078
DJDSU9D2,0.9775715364859223
647K6DBR,0.06460502348974898
7NFXVESK,0.06798077111419151
EWUWF25N,0.05310402378552152
7QKYPLA8,0.055365422291374526
XQVXWBNO,0.05606582504085304
CNWH4MVA,0.054235641362949116
AFJUJFQD,0.07563186957580298
QKMFDX9H,0.1800454925814914
YYMB5QBY,0.08391888347953178
IRY3SEX7,0.25439334274193826
CUAUZJH8,0.19193296918088248
JYFUYQF5,0.31259279549225905
I4NYEDFE,0.5436861135228577
M3RSPRGQ,0.13282554820711343
JIL3KWQN,0.11441482106094598
X4B5ZBWU,0.13364818761138303
AHYTHHSE,0.052037884632651535
E7EHQEQK,0.33352061011049317
FAMHAVN3,0.867271588850091
CCGKCTR6,0.06104447290959452
6DTSELRV,0.06156391788616346
LU8X3G6O,0.22390073768727362
NPFDAUJY,0.04973717732110757
DR9PXCFU,0.02104577420169611
SHVZMWBV,0.06357048353273896
8TGXGZHX,0.21598124025491167
IKRSHJFW,0.2020962756777891
TYKRZDCP,0.6267865427901653
9IDA3L7P,0.0899322795037486
ASOWCMDB,0.05547924091120613
KZ5J2JGC,0.841107019098857
D5UCFKTV,0.05339135175709178
2N8FFP7W,0.040642636787112794
SA36MTFS,0.03121310059590785
8UDMURUH,0.11854737268016774
7VSQV6QN,0.1514469556793419
IFUG9NC5,0.056982210589800554
EQXDLQRG,0.21611975871160982
JAR8YY9J,0.08191861825690183
BS4TAF6M,0.054632307506658595
WQJ9SPT9,0.8536214120968717
7QHT4ON2,0.053372982465343916
FNGPQN7B,0.11534851834193464
DDOMDZRU,0.6281491946365904
QYR9HXHP,0.17388911189078224
S4NGXFXY,0.018179291984126263
NOJ2KSCC,0.8561884692126325
ZD2JRUNB,0.4548145377214916
GZIPTSNN,0.06714727489670574
LCFYUVE9,0.8324908678847527
PPANVU9W,0.04824685688347205
DRPV9STB,0.0640416954935426
AFSPF3WZ,0.9968300424878185
GPXEUNND,0.8632740850833971
NSADMDSM,0.05939320462671707
CKWJU8RQ,0.5373589234726781
F7MNZSSU,0.04937040865344783
BDGVMPZY,0.5557333132166533
IA3MSRTR,0.09675057849089566
JD3WTPMG,0.2807042814362688
QT6DF6EW,0.8288323306279676
NVDEMCZ2,0.055673069036586295
9B6UTJVT,0.062370677719426365
U6QYES9J,0.022473399011845016
DZQPDSPS,0.11843271956153982
CRGXVSBF,0.8619782842775325
XIHJYS2V,0.5769304422557755
7X2MC5GZ,0.8215604679805304
ZBDVXTM5,0.057268774120897877
UUBQPBR5,0.0735233170782125
CUMZFBTD,0.0859299443133146
E7QXYSQN,0.01953014579197391
6UQAJP48,0.09699962197773007
QHWB768Y,0.0531211317095577
R6RXMXOJ,0.2067800577085081
WXQGZG5K,0.035164795297502494
GCUFKLHG,0.07082430765110562
SJX4372M,0.04927438226772472
VGEAMUZZ,0.10047475530150324
ZWDXVKDF,0.827868540846934
WGMRCYLR,0.049136648044791745
SI43K5CY,0.1563146211422361
DSNBS2RS,0.13325727370740045
XIMZCKSR,0.3520520100783024
VEW9FXHT,0.017263579272527543
JZJHDDDJ,0.4941967605139143
4TYUR5HA,0.42756551596515047
UHCDFDRX,0.2077570071865274
E5QMOFUM,0.10611322135861603
PSNVWDZH,0.06113214735159264
5IQSWONG,0.055108534957702834
CEAZEPY4,0.9973797261991405
2TNRJXRX,0.02165475675258933
BFROCARA,0.0773801955636735
GRTJMRKM,0.016745295826021606
6EDAM4EU,0.07427490139045985
NRDB58KL,0.05344367776255648
TCPJCWZR,0.0360570330607515
KG8LD2BE,0.03032996563772771
FHZ3XFDV,0.11226547662643917
NZKCSDZ4,0.17699268090429704
6DG6KJG4,0.052547238087695174
BVPKDUNU,0.26892563202661557
APR4PQ6X,0.04365158928755358
HPWS8YFG,0.11582949148478408
VRPBGTPU,0.06586681906455297
XBCSX7G7,0.04684898280028561
KEH3G8UA,0.16904288519777655
WXNAVFLT,0.04394149378252538
8J8NJ7M6,0.09662595905026566
D4UW7Y85,0.053525203822260475
SZRESXN7,0.05084736687909977
UUQSXK5T,0.05146414291117598
GPMUKOVY,0.3044186001950043
6FYOKAZ5,0.14916678175236575
ENUB4N9S,0.21757812093071627
KERBCSGE,0.9974103921355781
7HTA4C6J,0.8407455738877998
4BTVMT6W,0.050322328560446244
MR3J9USD,0.2893398966085451
7S83FNQW,0.5955730901839272
MSOKLC7S,0.02081523342354942
GFMNATHU,0.04056719313850006
NG4ABA6H,0.9770062165947688
3GFHRAQY,0.2659279938845971
BCSGZZPE,0.1253046489790135
PQ9MCGZC,0.07079666905713854
K7N596CG,0.051630780625829195
8RUL6JEE,0.058725970137738004
CVOFJRMP,0.06925593930949284
B4FQX4HG,0.051181543480324526
W7HAQKDV,0.062100234760752895
8C5PKJ7G,0.05518305861897041
E4GQJZSQ,0.043969674525071875
UENREGNV,0.8724007960663205
CC4LYHEW,0.8557580275804504
GDKGLTBT,0.05106410892541017
G3ER8CGX,0.05269454255305389
ZG4KT59X,0.025256313734077915
LW93KJMZ,0.4500153051867579
9AR5FBSQ,0.41660427072741
FHLWDMRV,0.09901537655212683
EON5DCWD,0.9921583893188572
J8UXTMYV,0.2599238713902311
IXBW5HZH,0.054304073852916704
LDHQB458,0.046628566999385945
GNHTIKF3,0.035906663185631765
8NO22KTE,0.02216971021347944
SGJFSSJK,0.19605325919894484
TD8D3NDD,0.06284894362334453
8RQ27JGU,0.841818917556922
A8GKBMBO,0.764006622059362
ODVMNUDE,0.5152111089478579
EA5CRL7L,0.04951686824718379
6UI7RPCH,0.251101746428078
7BJYM94L,0.054422328896746516
X3PZJF7F,0.5506779839179844
YCSSMPV7,0.4644597358073008
4EV9VXL8,0.47810844216540244
IPNJFQTY,0.2042161334443577
XPWNJRJC,0.039963413066456135
3WHNSBRB,0.1801001635952658
U245YKM8,0.052236604294432554
68EFFKBB,0.8209430281661044
NEUII7AB,0.9961750733974837
F7CSLYWT,0.05615984359185343
5EOMOZHG,0.15122708740855734
6CYUTUFN,0.291549465106264
K7YUC8LF,0.24100221549543277
LSMCXMXA,0.045393960001131384
AALPBPBP,0.05779559019431542
ZPX6VOH2,0.07626201994180506
CDBFWQGM,0.10677217366309748
JUQ76NJV,0.8607785172122389
QHE7UULR,0.04713250375741522
JRMNMZJA,0.040444596287516996
GZ4EZZFX,0.15217352008465046
9L9JFIAR,0.618964502928836
GTOE4RN4,0.1313580471713246
CUYE7ST4,0.3313989899966659
FFM6DHEA,0.8540184961179524
5XUK7XLZ,0.518828110314009
4HTGJEEZ,0.05506396952067039
RWYBAMRG,0.13027873141249252
RQZGBGGN,0.8464031270437284
ITVSUTU9,0.25561452040894067
6UMDX7NQ,0.40581370082453716
4IVKAFYY,0.5266827187844622
ZKYOSQEU,0.5307196021217744
9JYXIDL4,0.9935439387572172
XNURWQBT,0.04974011516763862
HVNIJFQC,0.04738448407761535
CGGVBJKZ,0.9939113677869476
JO9DV3NY,0.8579614664152424
EYENUQR9,0.39546898201048575
FPU4ZI8H,0.07072873730241604
2MALVTY4,0.09643149929268816
QN4REV7D,0.056650218396753875
27F5ZEQA,0.07870083991839527
MKJUE4K2,0.098968854406454
4ECWF4DN,0.05037969034534798
KWBJAQMY,0.042680219798550745
3YAW8OEY,0.1169816384130809
ZHHFH7H9,0.869083921359159
BO2822VM,0.10998118405926907
NQZUPVUA,0.037763403357568406
MUT2PZ7T,0.36877190759042777
2MFKPCPS,0.850826149193836
4RLVOVMJ,0.6236535782789104
JISGN7XF,0.05513629443490325
NNOFHDAC,0.05511906281821957
ODE23CPW,0.019390661717989515
ZNTYNFME,0.24593992169244797
NQM48VKU,0.11736994317902585
DGVBCYY7,0.04031173669133385
9F38NUKC,0.21099583438663222
3Z7KCIZS,0.04073341636950856
ERAX3STD,0.04893556481010015
N9TCDYYG,0.044608890712300384
R4UMWUZK,0.07659580027829077
CPERTJBJ,0.09793952170025605
4XK5BMA9,0.041981599180081125
2PKDM5B2,0.03953730699468064
SW5GTHZN,0.3997708741552197
ATJAEQCJ,0.08272548262561287
NHNXBSFY,0.15626272724783513
NRGYTYZJ,0.04325756201303889
UZNABWAT,0.054634471488544584
CVP3VZN5,0.07345298918367596
JEAYZXKC,0.052177708666098936
87LFEVTZ,0.29180304047250316
N7ZEJ2CQ,0.05994880028728651
AQT3ADAP,0.05544322652217583
WC8ROKF8,0.056347110393490434
D9HWEXEV,0.08385759576199289
MMHWGZCN,0.06587249341082155
YKCAQFHU,0.2783146895475149
NDPFBA9X,0.4300963684504491
3T6C7AEA,0.25151755887426963
GZWB38J9,0.04586749697854921
OFTXYNYQ,0.05085173401155804
QYZQIXBJ,0.4860297798953419
N7PJT5HO,0.06492073435631215
JP2PNX9X,0.18394845845377591
N3FUZDIH,0.050266679049831176
UXKAVBLS,0.019907832586347204
G24JWDKS,0.044444868384068484
HQOKKQVX,0.19289854554585134
HTXFVZZG,0.048073881532289336
3TJKVA4J,0.041863007800183635
CRGS7FPX,0.03689801031685459
BTRJTMR3,0.11653120864584811
ERLPQML7,0.020606399448566477
9FDFXYAW,0.48654879081873137
MEEKFDZZ,0.05495055549562522
ZGY8ETLW,0.20897776761972833
AXVUJHT9,0.03668700246274681
35ILRW7D,0.47700370663535036
DR2U5JQX,0.07161673641568742
WHZ7CEY6,0.2875605253562694
UCPMS2KF,0.05466281108684508
HB6MJHDN,0.25943268009647663
7NWFPJ2X,0.13646606006816345
4QXD6K4K,0.185257075191264
D6H3RTAZ,0.12671166009634752
L67WSXUY,0.08178579380432476
IXHVY78L,0.07068215268696376
H6KE88O6,0.361135698979229
EAPKN7G8,0.9971436187780396
GQXJSFJE,0.15081854833019062
BVHSRABV,0.05832137140646731
DUY76GFX,0.13692788613968038
O7H9KPSD,0.39919118440630064
6EDBA5AN,0.09564074357563865
V24CAXFM,0.06361799097884721
SERPSAWP,0.019268558333541717
H47QYY5K,0.07171469002455463
5TYQNFPE,0.36461188518315646
HGDB7KMR,0.5001206812697633
DWH8Q2S3,0.22161401803567612
USNBQZAK,0.0476906048057206
I89VR4AB,0.07008584701637398
ATZVVXWJ,0.5222470419423937
HOKP6ZTS,0.06999299793166754
ZDKT2SSW,0.058866208603648
DK5HJYQE,0.04159798199662022
ABKW7FGW,0.09837566153171559
BCSW3W7T,0.05089496243195902
6T4VNEWD,0.6142014920606722
XBALBNYB,0.3483257372906021
NWMJR3W5,0.05739180394419817
Q5BJ4ULE,0.05602753899589161
DOFSPEWD,0.8281391944655148
ANX8FUBJ,0.059160350354159896
KPR67SVO,0.019703138291005545
44EV7IJE,0.052197635477595025
VZEK4IOK,0.4926289796356922
CZMKWRQN,0.04468679907443165
VGQUQLXT,0.16279987533304324
MS6GASNJ,0.02769439424064685
4ENG9TKV,0.805353204079059
UHRRWLGR,0.057061126406189946
APFSHZYP,0.05643598438049062
M7MURWXC,0.4610491427988614
3EOATQBT,0.04270196488770642
MDZG7EZX,0.05345954544290965
QZ6LSSTB,0.06614766355497123
Y7EEZYYS,0.8958304911880064
RYKLU6HL,0.052858388201456885
CWQ8OAQ8,0.05079172650996593
WSFUNE28,0.8291956209499436
9PFQKPRB,0.05765737629839093
MCLXWKBC,0.042695421397326176
NWDXDZEN,0.3136756343302336
EBLDBRDR,0.13236103161931945
CJRW5JYT,0.21398082506040583
CMMKRNUZ,0.1936065888774074
EATPTPY3,0.049191400212495504
J5AGUF6Q,0.07252194652949014
8WYO2BBG,0.35040855974004304
9EPXIMZB,0.0451185261163468
UZERUG9W,0.08181403431992001
QEQ79QUC,0.06334979976659902
ZNHVE7QZ,0.12649961138397112
PU3J43GY,0.8348951636269526
HWDBXAUK,0.049942771897755076
W74BHIAD,0.07948429387619246
MGLDAPOA,0.052066741573984374
BYFCPDX5,0.09424801284171119
S2QDUDEJ,0.9929289191441066
HBYRWBWL,0.022665944909507227
8CIAWHWZ,0.8445324330363984
ZFYFFXT5,0.0939411734767058
UGIADHRB,0.10405478991064031
JDDGRBSU,0.21080985476614506
NBS2LTYW,0.337345635611363
DBKM3FRW,0.18481130502101858
GLBHRXKB,0.0479725180376878
9WDPTNCN,0.02029368746176382
NVVVFQ9U,0.8493269882766951
6AT635HW,0.08548594436057254
HPHDI6NN,0.045360179936595954
CPNAGJ95,0.04878010547702169
FY6AFNCK,0.9949413978929578
KWQAVZOE,0.8699078314694553
HGBDE3LM,0.45195234002247786
SYKEB6EV,0.054125686885422894
9BROJWWS,0.3953181736850361
CG8DGVAV,0.21227093231542032
H7MT8CNK,0.06765729877863148
GJVVWNKN,0.8349233468015488
FXWTMJDG,0.08820618881843309
OSNGFACM,0.06768810571576268
PBFT55CF,0.9870533178282619
4P8GFHSL,0.03795624815611762
9ZZ4F4XF,0.4283590375529499
CN4YERMU,0.8279347144674483
8TUDLTWK,0.17679778863128215
USFZPY7Z,0.023619423599956203
VBJXREA8,0.03716031081977238
9LBNXHQ2,0.16990854526716498
PY6HCDWF,0.05283691725009168
9VJMJR6X,0.06594273856576058
4GAEJIQO,0.03300456231714191
F34SD6YQ,0.06243210001936559
HZ3BZVH6,0.15757054872636372
9WVBAWEY,0.2076097462032701
BPNYRSEH,0.05373461606688269
7OGHEHO3,0.1718764597919317
LRJZMHFT,0.055663135108365625
PCHQW72T,0.47008366112906397
BFJQGRFT,0.3568673893701999
UVJ6UYBF,0.09569387961444753
LRVO7MCH,0.2190900104136439
EAOF4EYO,0.8009602861348436
5HPCBEQQ,0.9195355316999366
8FJBKABE,0.05101598494370652
27J5UDAU,0.03955164696140642
4MAT9RSM,0.8652382290886185
SBDGZSY9,0.8356443583757344
HPYN9M2Z,0.0573848752174734
G7D2BESM,0.8107587867223917
TWN7YQPN,0.05250717081520187
BJRGMNFZ,0.2156213711015894
9HFPJV3S,0.06388747340561692
6WKJAUAG,0.04321093109337197
BZUANVCU,0.1794104182637975
NYWLDSFZ,0.8654801183841023
LTW8JGAZ,0.05516189608014664
IMDQJUTW,0.06901551731462029
AVHZRCH8,0.25905725765915777
LTSDWAVT,0.04587451601035542
9WVKLADB,0.44451477551012153
GXDSQJS2,0.04871064175442574
4IHXKUNA,0.36386623898101084
BTYDUQPC,0.05278220832015326
BKCNFM72,0.1126148534723323
UMVSSZ9N,0.057386262957512875
N2STVKOI,0.0548375040057132
ZZJQB3EY,0.5176141018404397
FZJK9GH7,0.07309130302716957
NTIWWNVB,0.042572931049315074
NBCRWUBE,0.18964257374137372
UBPYOBYG,0.07879754713953344
K8RKMGVW,0.6605726069876531
HFTH3NC2,0.041644017268754135
759LCPDE,0.1686479655545656
DYKME2AY,0.8377024282122238
VZHURNZD,0.0205043700831294
EAJJBYHU,0.3064425154807541
T97TKZNT,0.5056225858732013
IXOEQ2YD,0.9245029371805533
BWKXTBCF,0.05892095872542753
DNKPRVB3,0.24701396641610363
JQCF2PXG,0.04327871115774759
GIABLCP4,0.05733140204593463
FDIC7S35,0.6115934653039317
5RTNFJEV,0.02445098682918351
OBZ4CU77,0.060046263708372266
XMVX6WEB,0.12589233644735948
MHARJGPA,0.07221998269550114
2QI5GPDU,0.4592305120662157
AE2NBAJ3,0.01810053716823457
MDLANJZG,0.02778778613403758
7TAP99MA,0.19424376982356498
A6AMKR2Z,0.23110370294055788
DX69CFXV,0.07353007565302935
HKCKEKV4,0.2803817611769986
CBNWXPJJ,0.30613036083917183
Z3SJXFCA,0.09437135172462296
RHTCABWR,0.9180713036698369
ILGMVREG,0.1780043574057562
BZK32SSP,0.05519235546487266
25RR4UGE,0.07445164407490179
9ZQFVNWY,0.11162586862451843
FFSTFCAA,0.07825562119927963
MBEDAX9Z,0.07491949437522905
IYERPTUY,0.10227348202174132
SBNMNBJE,0.02079410723442387
CPWDDHBP,0.42109361707694315
EN5EXSVB,0.03917654720826855
EFT7687S,0.08158645409165288
DUPIVFIW,0.05313068107903898
HTVBHNFH,0.05978756342256135
GFTV6AXH,0.05974161847679199
NTNK2ZYN,0.05050004054685037
NZ2MDLPM,0.16660384688739888
UU4ECFQ5,0.8531966717186539
FFWGNGVJ,0.04922212152466211
JDQIBLRI,0.0432787194488488
ZAWUVVWA,0.04744781538605762
FC24V4XD,0.22991357717562738
EKTZZYA2,0.06776089650793435
RVRMHDD8,0.043051649632175226
3RASGR5Y,0.19693516622654464
QRBESHHG,0.05160326107384336
MXYLFHSV,0.07269975574870977
TY85POPR,0.08798125038715546
BHXO9INE,0.04948223349053764
S2RKLYZH,0.46127329301116815
98GUQS9R,0.46455062775700673
6VD8FK4Y,0.053091724470521434
FMUHBZHQ,0.05304419445924562
IHQY3US8,0.8509506040481762
VDSNW6DR,0.07519683526981626
JF8E8TCY,0.1678730263362527
EKVBDN5B,0.13441268919702798
LJOYHFHT,0.08957698023712228
8WBDXKKG,0.4175096097880878
LNAASJ6O,0.05323383664859356
HGTW39J8,0.11187307898443138
AMYH3YSJ,0.11367678582067071
QZRPEWE6,0.06118659038946307
9RBSJHBJ,0.26579608750299044
EFZ3ADG9,0.05584484150487404
CMQX6K9J,0.18907148572955307
DBVXEJCR,0.06499253399342009
PLYKWBFR,0.045587690656564525
7QNURUDE,0.05503626084351387
M8TD2YPV,0.26602632449964025
JVJZVKUJ,0.812018737945732
XVUVCSM8,0.5341121447429009
C9CMNJEH,0.18883301406063085
IQLV6HTY,0.078394852549768
ELG7YZUM,0.04590841518604176
PU9KWVOH,0.5455366298818389
HAYJGRRV,0.06545463392526533
KBKUHSLA,0.08645305823219504
USL6KBDY,0.04716361793854221
ZGLCSKTI,0.06902965636987714
9JQWNRGA,0.120144904779898
EBVUVT88,0.05533033700781446
9ZU5GNSK,0.18355413601759957
EC7NIRSV,0.05570851803173788
JJ23TDTX,0.08005774863415857
IZWY5RYD,0.07884973515351974
TSYCNH93,0.057895445333133684
QSY6Q77W,0.1884303817231051
TOBSGQ3J,0.24228070422229903
FKGE6YRE,0.4089843645251537
MGAYPPJE,0.052879916714999906
IJRFUH6V,0.15781385735362458
KX9Y3LCV,0.0516496064567773
2ZDDJYHE,0.8292977891714686
NBMLMYQE,0.05314936590083462
E8XWCECR,0.1729046912429904
5FP4HKBU,0.118828930798943
FUKFFD3F,0.23503897627433779
8BDSMQUY,0.04025500238169292
39T7KUFC,0.048892471947294125
HZSPWI2U,0.514621351455502
LEJJKOWC,0.04802711755893421
DR5F2HVS,0.8559439717694153
BJA5TRWJ,0.3059714762258664
NCVH9WFE,0.10056912257595302
ME3XYUC5,0.8473548213860203
VLCHSDHG,0.04828915718671893
59CV3HQQ,0.16634473617864765
JTAEBBQM,0.04286628494803921
OBHDYLE2,0.20717085543520425
EUEGA65T,0.03856112184658005
MO9XWHWE,0.16220297037041348
K3JSVGHE,0.05375001331069271
JFHAQZQM,0.05169413319338106
22IQJE4I,0.8180334719473907
F57YH86H,0.07048603089729064
BPNYWIPI,0.052634808078154044
FJB78783,0.10292689526362131
DIVE6ZUL,0.04855907117327353
YACVPC9M,0.26367609040212536
A3FM9UVE,0.058543625535384995
9NE6ZC2Q,0.10130420305817917
4NHTDBJN,0.09505316655960316
3FH863BT,0.0188865404518635
3UBBVIGN,0.35314019861978974
NNP9TLV2,0.4545340968682413
SA7VUUTE,0.04182962869549457
ROG7ONJG,0.4462309005895688
ICEBXJHF,0.08756222673347061
HFTYHFAZ,0.06388482013645815
EC5IQBEK,0.06840794807596146
VQPXGNJV,0.04641700195882173
BNE8WOYV,0.8450724831674961
MKEXSYJN,0.06240011376989771
B2MY2KQE,0.137648652623291
GZVND3WE,0.33374135249389525
JZ8ASRBZ,0.985414902146428
UMQWVVHH,0.8400905368618896
MDGISGP7,0.047162161186620304
JMVHKVGP,0.03319529379299069
G5GPWASE,0.45771673485293174
A9H3PMBD,0.05176184693410961
DKEMLQCU,0.8244983227846263
VVPNRFRF,0.9162576964493812
AVIBMJNL,0.18693109547473452
3FNEIWTQ,0.0488045916665122
WMQIVFIH,0.08220781649183445
GUSEEXX5,0.23991594217498574
HZBZ7QMH,0.05641136906285689
KMTZWEXS,0.02654469512612258
62AXBXBL,0.08948327700469802
FW6GESXM,0.03205477347048591
A67RATVB,0.048412312586628356
HUWJHKEG,0.05885828039382683
KCHF33KH,0.131206733557424
CJUKTB4B,0.08335578843471242
FA8NWHGK,0.07497205035695619
6UZE4NSH,0.8119651969492875
4UUZBMXW,0.20285896896985361
QMRXRYDB,0.03821246408235632
M3A5BVAC,0.9716457015690625
II63YKTB,0.07026023577082377
4OYB27TY,0.2562960617574598
IEN9X6H8,0.09908106138271475
U9VVATUM,0.22760170446805011
SFOYCMRR,0.6265028752910295
O7WYJHA5,0.2971947808179727
STEKRYHT,0.02285477880152886
QSX9J6OF,0.24299911113768208
EVT46GYN,0.036808499490946084
IQHUPR8Z,0.08426623375770326
98WUTF8M,0.02349419727177225
5JUSHPUM,0.05335466218563695
9FMK8FZU,0.04843483030582421
WPWW4JUN,0.571041454203673
8QUXAAHS,0.10840093932453866
EU8RGIP7,0.060977012788268226
BFT7ZJQO,0.05023895020637571
4EQAO8W3,0.8837339638734745
F3RWQSVQ,0.20982682134054287
FUA3S84W,0.052679357027685864
G9WITTNH,0.06079224355848613
TE4CM6N8,0.9966340828440937
L93TY7Q6,0.023888141601485557
MK46HOFS,0.22209729747529294
NSUSAJ7C,0.030217018057952034
ZQXJP6PH,0.11344979532050958
YX6PNVKN,0.052047554985400334
7V7IJDSU,0.21891217556153614
BSDHE7F2,0.323347873727875
DV5EXZEZ,0.7562332269329781
VDKS85PW,0.38888597109519124
4W48SFHV,0.4557089333180727
ANGVCUXZ,0.05397960912799589
IOST7D8C,0.6113264745754092
HAQAECZX,0.03146211679697407
GAB49KQU,0.9066464590629535
GEBCXWCU,0.08202167336162888
JPT2DAGQ,0.5155363393158807
RXYEGKFP,0.6177970686465599
4R6HCRNW,0.05832090246764364
MWRTSE9B,0.05953966410293554
JAC7FJCA,0.4683967590005962
5DCT43QX,0.018907984225297506
GFZMAKDD,0.0572911648564279
8WVWSZNF,0.054109340678824586
